,userID,screen_name,name,tweetID,create_dt,location,coordinates,language,text,longitude,latitude,country,admin1,admin2,fips
0,1195672890013814790,TomPipTrading,Tom Pip,1320135199900971008,2020-10-24 22:48:53,Cayman Islands,,,A teacher get's beheaded in Paris by an Islamist and a week later the Islam world responds with an outcry to ban Fr… https://t.co/uoF91K3EH7,-81.24322039299993,19.31842329500006,CYM,,,
1,2586776670,AndrewBLeh,Secret Agent Bleh,1320130348542427136,2020-10-24 22:29:36,,,,"@k_s_a_citizen @EmmanuelMacron Sorry a body deformity does not mean he is the last prophet. 

He also got the names… https://t.co/sOZx0bJwZ3",,,not found,,,
2,252172352,FXdestination,Richard N,1320125069574742016,2020-10-24 22:08:37,"South America, and East Asia",,,"@SileER No UK government will ban cruel Halal butchery - because they are all globalists, &amp; globalists are in bed w… https://t.co/y1VgIxrXVX",-86.37830999999994,37.377080000000035,USA,Kentucky,Grayson County,21085
3,778705812172574720,Peter08374648,MPeterN,1320121442034454528,2020-10-24 21:54:13,"Washington, DC",,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",-77.03195999999997,38.890370000000075,USA,"Washington, D.C.",,11001
4,1020323219637788677,Darkk98,Dark🖤!!,1320112635203981312,2020-10-24 21:19:13,,,,@Nicolasright54 @dohanews No at all you don’t have freedom of speech and act and the eveidence when your country ba… https://t.co/ZqdARtOq56,,,not found,,,
5,1883754805,Yazowyy,Ü,1320104872059019265,2020-10-24 20:48:22,,,,"RT @a_dawg_thoughts: it's always screw France, but today especially.. y'all really just hate Islam and Muslims don't you? Was the uni hijab…",,,not found,,,
6,1082196813552193538,Am10Mary,Mariam,1320103848313225216,2020-10-24 20:44:18,Kuwait,,,"@faatemsh They give me Middle Ages vibes France statements (towards Islam) is a Joke, 
they be like u have the righ… https://t.co/otNGyOpaAX",47.612165881000074,29.35533725200003,KWT,Muhafazat al Jahra',,
7,735763195730661376,coolsandira,chandru உங்கள் ஹிந்து,1320103847029866497,2020-10-24 20:44:18,India,,,"Requesting Modi Government To Ban Shariat Law Of Islam - Save Innocent Muslims From Terrorism

#banshariat… https://t.co/whaHyw5FNS",79.44332654800006,23.379379735000047,IND,Madhya Pradesh,Damoh,
8,1300253625231450113,Swastikagrawa14,Swastik agrawal,1320103223835774976,2020-10-24 20:41:49,,,,@being_caravan Bas abhi Quran padhnea chod dea islam chod dea human ban jayegea,,,not found,,,
9,1243562167888048129,C71778967,**,1320099843658838016,2020-10-24 20:28:23,,,,"@nYoperaguy @WakaFlocka AC: ""is there a war between the west &amp; radical islam, or.."" 
DT: ""it [islam] is very radica… https://t.co/sxLyskfA73",,,not found,,,
10,4186001435,manibunny1,🍇Mania⛈🍄,1320086014392664066,2020-10-24 19:33:26,Hellas,,,"RT @agelaw_7: TIME TO TAKE OUR COUNTRIES BACK!! 
#BAN_ISLAM",22.000000000000053,39.000000000000064,GRC,Central Greece,Nomos Fthiotidos,
11,1003274852294279168,Falcon_AlHind,Shaheen,1320085835182530561,2020-10-24 19:32:43,🍌Republic ,,,"-Macron with his ""Islam is in Criss"" &amp; ongoing crackdown on muslims mean 
- Trump with his ""Islam don't like me"" &amp;… https://t.co/cRu1vz13Km",-93.48080999999996,37.12626000000006,USA,Missouri,Greene County,29077
12,3079041268,Hermioni77,hermioni,1320085297607151621,2020-10-24 19:30:35,,,,"RT @agelaw_7: TIME TO TAKE OUR COUNTRIES BACK!! 
#BAN_ISLAM",,,not found,,,
13,1609120302,agelaw_7,ANGEL PAP,1320080134741831695,2020-10-24 19:10:04,"Athens, GR",,,"TIME TO TAKE OUR COUNTRIES BACK!! 
#BAN_ISLAM https://t.co/Cpzty6sCzE",23.736400000000057,37.976140000000036,GRC,Attica,Nomarchia Athinas,
14,3129173873,GodfreydeSain,BaldwinIV,1320078383955443718,2020-10-24 19:03:07,,,,RT @Bollocks_Dogz: This is why we must ban Islam now https://t.co/de3K0iuptD,,,not found,,,
15,768724631763025920,diTa_bEvu,ಮುಮ್ಮಡಿ ಗೋವಿಂದ,1320072478522142721,2020-10-24 18:39:39,"ಕರ್ನಾಟಕ, ಭಾರತ ಒಕ್ಕೂಟ",,,"RT @Indumakalktchi: Christianity and Islam treat women more rabid than any other religion. 

In fact the stake burning, feminism and Hindu…",77.66938000000005,13.069130000000028,IND,Karnataka,Bangalore Urban,
16,1243562167888048129,C71778967,**,1320068749332938752,2020-10-24 18:24:50,,,,"AC: ""is there a war between the west &amp; radical islam, or.."" 
DT: ""it [islam] is very radical.. Its very hard to sep… https://t.co/KXXdOIYOWA",,,not found,,,
17,1243562167888048129,C71778967,**,1320068482545774593,2020-10-24 18:23:46,,,,"@Derkman37 @Resist2k18 @WakaFlocka AC: ""is there a war between the west &amp; radical islam, or.."" 
DT: ""it [islam] is… https://t.co/A83FYJ7fou",,,not found,,,
18,1262086426549719046,eeecs_,E 🇮🇷,1320066356419624961,2020-10-24 18:15:19,,,,"@layla_ah16 @IeaguesUnderSea @ZainabHrk sexualises islam &amp; expects to be let back in, no wonder she wants the frenc… https://t.co/hgNhNBD4cJ",,,not found,,,
19,1155058935906361344,luminatus1,luminatus,1320066292737605635,2020-10-24 18:15:04,,,,"2nd Oct was Macrion's homeschool ban 
headlines

and his 'Islam in crisis all over the world ' and France will libe… https://t.co/S3hKC5aHm9",,,not found,,,
20,47806130,Bryan700,Bryan Doyle,1320061998999089152,2020-10-24 17:58:00,San Francisco Bay Area,,,"Ban Islam, it is a Death Cult. https://t.co/HMdST5XrAJ",-122.39975053313142,37.627216041846026,USA,California,San Mateo County,06081
21,1280235828833288195,canthama1,Canthama1,1320045177784893444,2020-10-24 16:51:10,,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",,,not found,,,
22,1119228481731055616,pati35209192,The Believer,1320029391787757569,2020-10-24 15:48:26,black sea ,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",35.00000000000006,43.000000000000064,TUR,Sinop,,
23,3346509473,kambrone64,amin dada,1320028234424209411,2020-10-24 15:43:50,"Anh Chị Em,  Lên Đường",,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",-106.83193999999996,28.329350000000034,MEX,Chihuahua,,
24,1036740937064624128,BlackrockIntel,Blackrock Intelligence,1320026189931622400,2020-10-24 15:35:43,Cyberspace,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",-4.0302299999999605,5.359610000000032,CIV,Lagunes,,
25,369028288,br_green_heart,green heart,1320020471967027201,2020-10-24 15:12:59,Everywhere,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",-91.84792999999996,37.66588000000007,USA,Missouri,Texas County,29161
26,1092384212332601344,SunitaG89974516,सुनीता गौतम,1320019792900673537,2020-10-24 15:10:18,"Faridabad , Haryana, Bharat",,,@CSAshokRai1 Ye kaum puri dunyan me ban honi chahiye...1400 saal se duniya me aatank macha rakha he  ..islam koi dh… https://t.co/f274t7UtmI,77.31276000000008,28.392470000000056,IND,Haryana,Faridabad District,
27,1302795504976375808,MarzMerco,Merco Marz,1320017601066684416,2020-10-24 15:01:35,,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",,,not found,,,
28,3021258574,s_total_s2,Total,1320015811684278274,2020-10-24 14:54:28,Ελλάς - Greece,,,"RT @WithinSyriaBlog: Today HTS media is attacking Paris and accusing its of waging a war on Islam and Prophet Mohamad AS, the group even is…",22.000000000000053,39.000000000000064,GRC,Central Greece,Nomos Fthiotidos,
