user,location,coordinates,language,text,latitude,longitude,country
usa_nica,USA,,,“I will  END MUSLIM BAN on DAY one”.  Biden’s campaig as.  WATCH  Islam Campaign Ad https://t.co/OkFDIFGzc6 via @YouTube,-99.41461918999994,39.39870315600007,US
REP57910897,,,,"@kndl Terrorism, today, is largely due to Islamic religious zealots intolerance of everyone else. The answer is to… https://t.co/ZtctCHxARG",,,
AuroraKnox11,,,,"RT @AuroraKnox11: @Zandra65106250 @helgelindh Der glaubt, diese Menschen hätten keinerlei Eigenverantwortung. Und dass Deutschland die radi…",,,
AuroraKnox11,,,,"@Zandra65106250 @helgelindh Der glaubt, diese Menschen hätten keinerlei Eigenverantwortung. Und dass Deutschland di… https://t.co/ZTf5ZCocPL",,,
AuroraKnox11,,,,"RT @AuroraKnox11: @helgelindh Warum muss der deutsche Staat eigentlich keine Unsummen für „Integration“ investieren bei Spaniern, Kanadiern…",,,
AuroraKnox11,,,,"@helgelindh Warum muss der deutsche Staat eigentlich keine Unsummen für „Integration“ investieren bei Spaniern, Kan… https://t.co/5DWG4s6kdh",,,
Sunshinecoost,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
RKIDAMBI,Bay Area,,,@luckyparmar21 @OpIndia_com All above points are not part of Hindu DNA ever. All your wishes would become true if w… https://t.co/Vsv2N3WqSq,-7.491079999999954,33.60053000000005,MA
VeerSenapati,"New Delhi, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",77.21721000000008,28.63095000000004,IN
manny_camargo,"Boston, MA",,,@AndrewJohns13 @Joe_Hiltz He called it a Muslim ban until he was directed to adjust his position. Islam is the larg… https://t.co/BMK0jPsEvN,-71.05673999999993,42.35866000000004,US
Vikash845401,"Gurgaon, India",,,"@RubikaLiyaquat Muslim community sirf Islam ka vikash chahta hai khud ka nahi.
Jab tak wo khud ko dharm or jaat-pat… https://t.co/HYdHCKf1Y2",77.06952000000007,28.47762000000006,IN
DeshPre91070887,,,,Ban Islam &amp; Christianity just as China has done. https://t.co/5qeKm0tJ8h,,,
RHardlund,Australia,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",134.48403119800003,-25.70993156999998,AU
LLeather20,,,,@taylass1 Let's be even more clear it is barbaric &amp; sub human. It has no place in a civilised Western society. Stop… https://t.co/1X8JjHG2Y0,,,
sajidaminlodhi,"Brisbane, Queensland",,,"RT @noorf_07: Nani baghi bhee keb??
Jab nani ban chuki.
Eidat mae nikkah aik peerani ka.yeh aik bara crime hae islam mae.criminal nani u ca…",153.02334000000008,-27.46843999999993,AU
noorf_07,"Lahore, Pakistan",,,"Nani baghi bhee keb??
Jab nani ban chuki.
Eidat mae nikkah aik peerani ka.yeh aik bara crime hae islam mae.criminal… https://t.co/Y9ojGRJ0vI",74.34361000000007,31.549720000000036,PK
SanjaykumarThe,शठे शाठयम समाचरेत ,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
RiteshR43677894,,,,@PratapS97180635 @EHSHAN15 @nnahid19 @shanu_sab Bhai itana bhi kattar mat ban mai bhi muslim virodhi hu lekin garib… https://t.co/XPubJznjTB,,,
PrabhatSandhel1,"Indore, India",,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",75.86512000000005,22.716220000000078,IN
mark_melbin,Intellectual-lite web,,,"@CelineMaud @Gurdur @LiamSD12 Oh. You want to ban fundamentalists of all religions, Islam, Christianity, Judaism, j… https://t.co/a3F27nH1TV",94.19026000000008,26.769730000000038,IN
kaafir_here,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
keencrack,"Gwalior, Madhya Pradesh, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",78.17620000000005,26.220110000000034,IN
deepesh966,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
NeoAghori,Yet not Decided ,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-72.19999999999999,19.050000000000068,HT
mark_melbin,Intellectual-lite web,,,@CelineMaud @Gurdur @LiamSD12 New Zealand took action against the individual. Countries take action against terror… https://t.co/a5uOYv5gAe,94.19026000000008,26.769730000000038,IN
ssaran999,Universe,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",20.514050000000054,54.700240000000065,RU
haidyabouheif,18,,,"RT @a_dawg_thoughts: it's always screw France, but today especially.. y'all really just hate Islam and Muslims don't you? Was the uni hijab…",12.752518226000063,42.076970000000074,IT
amnreh,azkaban,,,"RT @a_dawg_thoughts: it's always screw France, but today especially.. y'all really just hate Islam and Muslims don't you? Was the uni hijab…",100.44719000000003,-0.9468899999999394,ID
VijayPandita8,"Indore, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",75.86512000000005,22.716220000000078,IN
vishalpn102,Bangalore,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",77.58690000000007,12.966180000000065,IN
ProudCitizen9,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
balramsuhane,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
kailashkaushik8,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Indian04725634,"Karnataka, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",76.17046947500006,14.705918575000055,IN
Yogeshw04616973,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
cgschand,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Sarpa_Bharatiya,"ಬೆಂಗಳೂರು, भारत।",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",77.58690000000007,12.966180000000065,IN
swarupkdc,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
Rajesh201963,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
vikramsarin,pune,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",73.85302000000007,18.504220000000032,IN
RanjanSharma1,"Mumbai, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",72.83483000000007,18.940170000000023,IN
anirudh_rakshit,HINDUstan,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",71.78345000000007,35.74405000000007,PK
seekers_find__,Hindu Communal,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",121.13660000000004,13.254800000000046,PH
kamesh_gadia,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
theDharmicOWL,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
DrManishMirani1,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
FightforDharma,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Kartik19811184,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
_dharam_vir, हिन्दू राष्ट्र भारत ,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",77.37481000000008,29.530170000000055,IN
Bala58755970,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
shashikant2907,"Mumbai, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",72.83483000000007,18.940170000000023,IN
sumelg2,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Geminiseventh,Worldwide,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-82.93940999999995,40.059600000000046,US
sahayogan,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
TheNightKing_R1,King in the North.,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.73954000000003,10.768600000000049,IN
dpshaju,"Himachal Pradesh, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",77.25004824800004,31.923656279000056,IN
76837e0184a84a7,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
SentiManju,Bharat Varsha ,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",73.85620000000006,18.514540000000068,IN
yogendermishr17,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
RohanKu63936450,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Divyaam_1979,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
Soumya51747008,"Karnataka, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",76.17046947500006,14.705918575000055,IN
Billa82459978,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Xsickular,"South Carolina, USA",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-80.89375234699997,33.90386340900005,US
AmritanshuBasra,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
rajukha36037105,,,,@ManjeetDutta3 @ReallySwara oye hello tumhe kuch pata nhi h   frz ke saath sath sunnat bhi ada krni padti h hmein… https://t.co/zpWWR38tip,,,
SubudhiTirupati,India ,,,@globaltimesnews Islam ban Communist and Communist ban islam . It's very interesting that China and Pakistan are al… https://t.co/wgSDFTx6Sr,79.44332654800007,23.379379735000043,IN
sandilya_shreya,Bihar,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",85.48728000000006,25.151460000000043,IN
meangrill_,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
YuvrajAgarwal20,Bharat,,,"@nair_hena Ban Islam, like how?",79.44332654800007,23.379379735000043,IN
devraj_chettri,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
sudhirt72,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
PanzerVI007,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
isantoshthakur,globe map,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-70.90058999999997,42.48535000000004,US
HariomS31059141,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
Replier_Uttar,nowhere,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-98.44251999999994,35.15673000000004,US
im_dubeysaurabh,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
theanuragkts,"Delhi/Gorakhpur/Itanagar, IN",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",83.23157000000003,26.919120000000078,IN
neerajosho,"Boisar, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",72.74445000000003,19.79777000000007,IN
SanchitSinghTo2,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
simuntweets,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
HP88961068,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
Spiritism00,Digital World.,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-0.3176199999999767,51.58170000000007,GB
RajeshRUpadhya2,vadodara.,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",73.17993000000007,22.30946000000006,IN
DharmRanaa,Vadodara,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",73.17993000000007,22.30946000000006,IN
Sg45586664,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
deepakb14,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
AtanuAdhikari15,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
SobhiitG,भारत ,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
utpal_shanker,Kolkata,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",88.37124000000006,22.570530000000076,IN
SpsahuSs7,"Tonk,Jaipur (Rajasthan)",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",75.79423014691923,26.829438895932075,IN
Avatsar,Helios prime,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",-7.836879999999951,40.63832000000008,PT
bhuvan_luthra,"New Delhi, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",77.21721000000008,28.63095000000004,IN
SortedEagle,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
Ravindr14670837,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
AuntyG,moon,,,So #France the eldest daughter of the #Church has finally shown  its true colours..wrapped up in the guise of Liber… https://t.co/SNMMRPbIrq,-76.29271999999997,37.44914000000006,US
ioannisekolovos,Greece,,,"According to police data, in the over one year since the #Netherlands introduced the burka ban, the police and muni… https://t.co/iqkvxcwBUO",22.000000000000057,39.00000000000006,GR
Deshbhakta16,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
deshmata,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
imPratap_,"Chennai, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",80.28252000000003,13.083620000000053,IN
BHARATNARAYAN7,"उत्तर प्रदेश, भारत",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",80.56369177200008,26.928766605000078,IN
PratikAxom,"Assam, India",,,"RT @doctoraxomica: The same people whose ancestors craved out 'Islamic Republic of Pakistan' and Islam adhering Bangladesh, two countries i…",92.83014969800007,26.326143500000057,IN
Shambhu06743612,India,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",79.44332654800007,23.379379735000043,IN
YuvrajG52398755,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
smitlv,Surat - Gujarat,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",72.83679000000006,21.185780000000022,IN
Swwagatam,MICROBIOLOGIST,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",12.512710000000027,41.902390000000025,IT
sanjayg06252029,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
checkinglies,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
NITINJOSHI80,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
Rahul71945,"Thane, India",,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",72.96667000000008,19.200000000000045,IN
Savitritvs,,,,"RT @nair_hena: Best news of the day. .And a motivational for India too...

Let's ban Islam 

🙏 https://t.co/uLpwhZZurF",,,
awry_a,gulag,,,"RT @a_dawg_thoughts: it's always screw France, but today especially.. y'all really just hate Islam and Muslims don't you? Was the uni hijab…",89.10000000000008,29.800000000000068,CN
karo_pass,nomadic,,,@shuklapinku Be vocal. Stop buying anything from muslims. No political correctness. Ban islams. Either muslims reno… https://t.co/jwYpSfGdN9,145.34525000000008,-38.03167999999994,AU
mr_haddsexy,BHARAT ,,,"RT @doctoraxomica: The same people whose ancestors craved out 'Islamic Republic of Pakistan' and Islam adhering Bangladesh, two countries i…",79.44332654800007,23.379379735000043,IN
sm04maabharti,,,,"RT @JaipurDialogues: Loudspeaker Azaan is not only not sanctioned in Islam, but is also illegal. Allahabad High Court has recently upheld a…",,,
x9_cat,,,,"Bush could completely ban islam in usa after 9/11, instead he chose to bomb the middle east for oil and called isla… https://t.co/87Zg0vjsZN",,,
ShaheenEagle1,,,,"@suhailswarraich @Islam_aur_hum Imran khan ki qadar Karo yeah na hota jo aj humra mulk Switzerland, Norway ban hota",,,
Pete45801034,,,,"@TeamTrump @realDonaldTrump Yes, Sir! And Radical Islam is an idea, but it takes violent organisational form - just… https://t.co/DqIjeaFXDV",,,
SheemaAfzal,"Rawalpindi, Pakistan.",,,"@Razaa_272 Mainy kaha ISLAM K NAAM PE, ye kab kaha islam k sath siyasat ghalat hai. Farq hai dono main.
Or Sir, 2 4… https://t.co/pe1vURtbVs",73.06790000000007,33.600700000000074,PK
doctoraxomica,"Right Winger, Regionalist ",,,"The same people whose ancestors craved out 'Islamic Republic of Pakistan' and Islam adhering Bangladesh, two countr… https://t.co/qlxxPRPv1o",-95.98672999999997,47.53631000000007,US
